date,temperature_2m,relative_humidity_2m,terrestrial_radiation
2024-10-20 21:00:00+00:00,18.8395,77.0,0.0
2024-10-20 22:00:00+00:00,18.2895,78.0,0.0
2024-10-20 23:00:00+00:00,17.7395,79.0,0.0
2024-10-21 00:00:00+00:00,17.5395,77.0,0.0
2024-10-21 01:00:00+00:00,17.2395,77.0,0.0
2024-10-21 02:00:00+00:00,16.8895,77.0,0.0
2024-10-21 03:00:00+00:00,16.7395,77.0,0.0
2024-10-21 04:00:00+00:00,16.3395,80.0,0.0
2024-10-21 05:00:00+00:00,15.9895,84.0,0.0
2024-10-21 06:00:00+00:00,15.4895,88.0,0.0
2024-10-21 07:00:00+00:00,15.289499,88.0,32.967068
2024-10-21 08:00:00+00:00,16.5395,84.0,219.59846
2024-10-21 09:00:00+00:00,19.3395,71.0,467.37674
2024-10-21 10:00:00+00:00,21.2395,63.0,672.4984
2024-10-21 11:00:00+00:00,23.1395,57.0,820.9698
2024-10-21 12:00:00+00:00,24.939499,48.0,902.65985
2024-10-21 13:00:00+00:00,25.939499,46.0,911.989
2024-10-21 14:00:00+00:00,26.5395,45.0,848.311
2024-10-21 15:00:00+00:00,27.3895,44.0,715.9558
2024-10-21 16:00:00+00:00,26.939499,45.0,523.9332
2024-10-21 17:00:00+00:00,25.6395,55.0,285.32114
2024-10-21 18:00:00+00:00,23.3395,61.0,67.6265
2024-10-21 19:00:00+00:00,21.7895,66.0,0.0
2024-10-21 20:00:00+00:00,20.7395,68.0,0.0
2024-10-21 21:00:00+00:00,19.5395,75.0,0.0
2024-10-21 22:00:00+00:00,18.7395,83.0,0.0
2024-10-21 23:00:00+00:00,18.3895,82.0,0.0
2024-10-22 00:00:00+00:00,17.9895,82.0,0.0
2024-10-22 01:00:00+00:00,17.8895,80.0,0.0
2024-10-22 02:00:00+00:00,17.939499,78.0,0.0
2024-10-22 03:00:00+00:00,17.7895,76.0,0.0
2024-10-22 04:00:00+00:00,16.3895,84.0,0.0
2024-10-22 05:00:00+00:00,15.939499,87.0,0.0
2024-10-22 06:00:00+00:00,15.7395,88.0,0.0
2024-10-22 07:00:00+00:00,15.7395,88.0,30.641119
2024-10-22 08:00:00+00:00,16.8895,87.0,214.86073
2024-10-22 09:00:00+00:00,19.2395,73.0,462.39532
2024-10-22 10:00:00+00:00,21.2395,64.0,667.26355
2024-10-22 11:00:00+00:00,22.7395,59.0,815.48987
2024-10-22 12:00:00+00:00,24.6395,50.0,896.9601
2024-10-22 13:00:00+00:00,25.5895,47.0,906.11035
2024-10-22 14:00:00+00:00,26.189499,46.0,842.30664
2024-10-22 15:00:00+00:00,26.7395,43.0,709.8872
2024-10-22 16:00:00+00:00,26.3895,45.0,517.8672
2024-10-22 17:00:00+00:00,25.0895,51.0,279.32367
2024-10-22 18:00:00+00:00,22.8895,60.0,64.62175
2024-10-22 19:00:00+00:00,21.689499,64.0,0.0
2024-10-22 20:00:00+00:00,21.2395,65.0,0.0
2024-10-22 21:00:00+00:00,19.2895,76.0,0.0
2024-10-22 22:00:00+00:00,18.689499,78.0,0.0
2024-10-22 23:00:00+00:00,18.5395,77.0,0.0
2024-10-23 00:00:00+00:00,18.2895,73.0,0.0
2024-10-23 01:00:00+00:00,17.939499,70.0,0.0
2024-10-23 02:00:00+00:00,17.5895,74.0,0.0
2024-10-23 03:00:00+00:00,17.439499,76.0,0.0
2024-10-23 04:00:00+00:00,17.3395,78.0,0.0
2024-10-23 05:00:00+00:00,17.189499,79.0,0.0
2024-10-23 06:00:00+00:00,17.0895,80.0,0.0
2024-10-23 07:00:00+00:00,17.0395,82.0,28.297447
2024-10-23 08:00:00+00:00,18.3395,80.0,210.09036
2024-10-23 09:00:00+00:00,20.7895,70.0,457.37726
2024-10-23 10:00:00+00:00,23.0895,65.0,661.99225
2024-10-23 11:00:00+00:00,25.5395,51.0,809.9782
2024-10-23 12:00:00+00:00,26.5895,47.0,891.23615
2024-10-23 13:00:00+00:00,27.2395,46.0,900.21826
2024-10-23 14:00:00+00:00,27.4895,44.0,836.3016
2024-10-23 15:00:00+00:00,27.2895,42.0,703.8332
2024-10-23 16:00:00+00:00,26.5395,44.0,511.83133
2024-10-23 17:00:00+00:00,25.3895,48.0,273.37158
2024-10-23 18:00:00+00:00,22.939499,60.0,61.643227
2024-10-23 19:00:00+00:00,21.3395,70.0,0.0
2024-10-23 20:00:00+00:00,20.2395,72.0,0.0
2024-10-23 21:00:00+00:00,19.439499,66.0,0.0
2024-10-23 22:00:00+00:00,18.689499,70.0,0.0
2024-10-23 23:00:00+00:00,18.1395,76.0,0.0
2024-10-24 00:00:00+00:00,17.5895,76.0,0.0
2024-10-24 01:00:00+00:00,17.1395,77.0,0.0
2024-10-24 02:00:00+00:00,16.5395,78.0,0.0
2024-10-24 03:00:00+00:00,16.0395,81.0,0.0
2024-10-24 04:00:00+00:00,16.1395,81.0,0.0
2024-10-24 05:00:00+00:00,16.3395,83.0,0.0
2024-10-24 06:00:00+00:00,16.1395,86.0,0.0
2024-10-24 07:00:00+00:00,16.2395,86.0,25.943657
2024-10-24 08:00:00+00:00,17.189499,84.0,205.29132
2024-10-24 09:00:00+00:00,19.5895,76.0,452.32724
2024-10-24 10:00:00+00:00,21.7395,67.0,656.69
2024-10-24 11:00:00+00:00,23.689499,60.0,804.4393
2024-10-24 12:00:00+00:00,24.9895,54.0,885.4942
2024-10-24 13:00:00+00:00,25.7895,54.0,894.3194
2024-10-24 14:00:00+00:00,26.6395,51.0,830.30414
2024-10-24 15:00:00+00:00,27.189499,45.0,697.802
2024-10-24 16:00:00+00:00,26.689499,47.0,505.8335
2024-10-24 17:00:00+00:00,25.439499,55.0,267.47192
2024-10-24 18:00:00+00:00,23.3895,62.0,58.695553
2024-10-24 19:00:00+00:00,21.7395,69.0,0.0
2024-10-24 20:00:00+00:00,20.7395,74.0,0.0
2024-10-24 21:00:00+00:00,20.2395,76.0,0.0
2024-10-24 22:00:00+00:00,19.6395,79.0,0.0
2024-10-24 23:00:00+00:00,19.1395,83.0,0.0
2024-10-25 00:00:00+00:00,18.6395,83.0,0.0
2024-10-25 01:00:00+00:00,18.3395,85.0,0.0
2024-10-25 02:00:00+00:00,18.0395,86.0,0.0
2024-10-25 03:00:00+00:00,17.4895,90.0,0.0
2024-10-25 04:00:00+00:00,17.3395,92.0,0.0
2024-10-25 05:00:00+00:00,17.2895,93.0,0.0
2024-10-25 06:00:00+00:00,16.9895,95.0,0.0
2024-10-25 07:00:00+00:00,16.7895,96.0,23.57528
2024-10-25 08:00:00+00:00,17.3895,95.0,200.46709
2024-10-25 09:00:00+00:00,18.6395,88.0,447.2493
2024-10-25 10:00:00+00:00,19.1395,85.0,651.36066
2024-10-25 11:00:00+00:00,19.5895,81.0,798.8798
2024-10-25 12:00:00+00:00,20.0895,79.0,879.74023
2024-10-25 13:00:00+00:00,20.689499,75.0,888.421
2024-10-25 14:00:00+00:00,21.439499,70.0,824.3215
2024-10-25 15:00:00+00:00,21.4895,70.0,691.80084
2024-10-25 16:00:00+00:00,21.2395,48.0,499.88092
2024-10-25 17:00:00+00:00,19.689499,47.0,261.63245
2024-10-25 18:00:00+00:00,18.7895,49.0,55.782265
2024-10-25 19:00:00+00:00,17.939499,52.0,0.0
2024-10-25 20:00:00+00:00,16.689499,54.0,0.0
2024-10-25 21:00:00+00:00,15.839499,59.0,0.0
2024-10-25 22:00:00+00:00,14.9895,61.0,0.0
2024-10-25 23:00:00+00:00,14.089499,61.0,0.0
2024-10-26 00:00:00+00:00,13.539499,64.0,0.0
2024-10-26 01:00:00+00:00,12.6895,67.0,0.0
2024-10-26 02:00:00+00:00,12.039499,71.0,0.0
2024-10-26 03:00:00+00:00,11.039499,76.0,0.0
2024-10-26 04:00:00+00:00,10.4895,79.0,0.0
2024-10-26 05:00:00+00:00,9.839499,82.0,0.0
2024-10-26 06:00:00+00:00,9.289499,84.0,0.0
2024-10-26 07:00:00+00:00,8.9395,87.0,21.197668
2024-10-26 08:00:00+00:00,9.7395,84.0,195.61958
2024-10-26 09:00:00+00:00,11.8895,75.0,442.14667
2024-10-26 10:00:00+00:00,13.589499,68.0,646.0108
2024-10-26 11:00:00+00:00,15.3895,63.0,793.3052
2024-10-26 12:00:00+00:00,15.839499,66.0,873.98096
2024-10-26 13:00:00+00:00,16.7395,63.0,882.53
2024-10-26 14:00:00+00:00,17.689499,61.0,818.3609
2024-10-26 15:00:00+00:00,17.2395,71.0,685.8374
2024-10-26 16:00:00+00:00,17.4895,73.0,493.98206
2024-10-26 17:00:00+00:00,16.2395,84.0,255.86143
2024-10-26 18:00:00+00:00,15.1895,92.0,52.908974
2024-10-26 19:00:00+00:00,15.2395,93.0,0.0
2024-10-26 20:00:00+00:00,15.2395,89.0,0.0
2024-10-26 21:00:00+00:00,14.6895,91.0,0.0
2024-10-26 22:00:00+00:00,14.539499,90.0,0.0
2024-10-26 23:00:00+00:00,14.089499,91.0,0.0
2024-10-27 00:00:00+00:00,13.8895,91.0,0.0
2024-10-27 01:00:00+00:00,13.4895,85.0,0.0
2024-10-27 02:00:00+00:00,13.039499,84.0,0.0
2024-10-27 03:00:00+00:00,12.1395,87.0,0.0
2024-10-27 04:00:00+00:00,11.6895,88.0,0.0
2024-10-27 05:00:00+00:00,11.4895,88.0,0.0
2024-10-27 06:00:00+00:00,11.289499,90.0,0.0
2024-10-27 07:00:00+00:00,11.089499,90.0,18.815275
2024-10-27 08:00:00+00:00,11.6895,89.0,190.75453
2024-10-27 09:00:00+00:00,13.039499,84.0,437.02557
2024-10-27 10:00:00+00:00,14.1895,77.0,640.64404
2024-10-27 11:00:00+00:00,15.1395,69.0,787.7211
2024-10-27 12:00:00+00:00,16.5895,58.0,868.22314
2024-10-27 13:00:00+00:00,17.189499,54.0,876.6541
2024-10-27 14:00:00+00:00,17.5395,52.0,812.43024
2024-10-27 15:00:00+00:00,17.6395,49.0,679.92
2024-10-27 16:00:00+00:00,17.2895,50.0,488.14484
2024-10-27 17:00:00+00:00,16.5895,55.0,250.1661
2024-10-27 18:00:00+00:00,15.8895,60.0,50.076454
2024-10-27 19:00:00+00:00,15.1895,61.0,0.0
2024-10-27 20:00:00+00:00,14.4895,61.0,0.0
2024-10-27 21:00:00+00:00,13.789499,64.0,0.0
2024-10-27 22:00:00+00:00,12.8895,69.0,0.0
2024-10-27 23:00:00+00:00,12.2395,72.0,0.0
2024-10-28 00:00:00+00:00,11.6395,74.0,0.0
2024-10-28 01:00:00+00:00,11.1395,77.0,0.0
2024-10-28 02:00:00+00:00,10.9895,76.0,0.0
2024-10-28 03:00:00+00:00,10.339499,81.0,0.0
2024-10-28 04:00:00+00:00,10.1895,82.0,0.0
2024-10-28 05:00:00+00:00,9.9895,86.0,0.0
2024-10-28 06:00:00+00:00,9.6395,90.0,0.0
2024-10-28 07:00:00+00:00,9.589499,91.0,16.423557
2024-10-28 08:00:00+00:00,10.3895,88.0,185.87447
2024-10-28 09:00:00+00:00,12.6395,77.0,431.88937
2024-10-28 10:00:00+00:00,14.4895,69.0,635.267
2024-10-28 11:00:00+00:00,15.839499,64.0,782.13446
2024-10-28 12:00:00+00:00,17.3895,54.0,862.47375
2024-10-28 13:00:00+00:00,18.439499,49.0,870.7999
2024-10-28 14:00:00+00:00,18.6395,49.0,806.537
2024-10-28 15:00:00+00:00,18.8895,47.0,674.0565
2024-10-28 16:00:00+00:00,18.4895,48.0,482.378
2024-10-28 17:00:00+00:00,17.3395,51.0,244.55482
2024-10-28 18:00:00+00:00,16.1395,58.0,47.28919
2024-10-28 19:00:00+00:00,15.3895,63.0,0.0
2024-10-28 20:00:00+00:00,15.339499,63.0,0.0
2024-10-28 21:00:00+00:00,14.789499,66.0,0.0
2024-10-28 22:00:00+00:00,14.589499,65.0,0.0
2024-10-28 23:00:00+00:00,14.3895,69.0,0.0
2024-10-29 00:00:00+00:00,14.4395,72.0,0.0
2024-10-29 01:00:00+00:00,13.789499,84.0,0.0
2024-10-29 02:00:00+00:00,13.4895,93.0,0.0
2024-10-29 03:00:00+00:00,14.1895,91.0,0.0
2024-10-29 04:00:00+00:00,14.289499,91.0,0.0
2024-10-29 05:00:00+00:00,14.4395,92.0,0.0
2024-10-29 06:00:00+00:00,14.539499,92.0,0.0
2024-10-29 07:00:00+00:00,14.789499,92.0,14.029546
2024-10-29 08:00:00+00:00,15.1395,91.0,180.98395
2024-10-29 09:00:00+00:00,15.2395,92.0,426.7429
2024-10-29 10:00:00+00:00,15.8895,92.0,629.8834
2024-10-29 11:00:00+00:00,15.9895,93.0,776.5507
2024-10-29 12:00:00+00:00,15.3895,94.0,856.7393
2024-10-29 13:00:00+00:00,15.1895,94.0,864.9756
2024-10-29 14:00:00+00:00,15.1395,94.0,800.6897
2024-10-29 15:00:00+00:00,14.9895,95.0,668.2549
2024-10-29 16:00:00+00:00,15.089499,91.0,476.688
2024-10-29 17:00:00+00:00,14.9895,89.0,239.03561
2024-10-29 18:00:00+00:00,14.589499,93.0,44.5529
2024-10-29 19:00:00+00:00,14.539499,93.0,0.0
2024-10-29 20:00:00+00:00,14.4895,92.0,0.0
2024-10-29 21:00:00+00:00,13.7395,96.0,0.0
2024-10-29 22:00:00+00:00,13.3895,95.0,0.0
2024-10-29 23:00:00+00:00,12.9895,95.0,0.0
2024-10-30 00:00:00+00:00,12.789499,95.0,0.0
2024-10-30 01:00:00+00:00,12.7395,93.0,0.0
2024-10-30 02:00:00+00:00,12.6395,93.0,0.0
2024-10-30 03:00:00+00:00,12.589499,94.0,0.0
2024-10-30 04:00:00+00:00,12.6395,92.0,0.0
2024-10-30 05:00:00+00:00,12.6395,93.0,0.0
2024-10-30 06:00:00+00:00,12.4395,96.0,0.0
2024-10-30 07:00:00+00:00,12.4395,95.0,11.629207
2024-10-30 08:00:00+00:00,12.4395,93.0,176.08578
2024-10-30 09:00:00+00:00,12.589499,94.0,421.59055
2024-10-30 10:00:00+00:00,12.6895,94.0,624.5003
2024-10-30 11:00:00+00:00,13.039499,93.0,770.9764
2024-10-30 12:00:00+00:00,13.6895,96.0,851.0271
2024-10-30 13:00:00+00:00,14.6395,97.0,859.18835
2024-10-30 14:00:00+00:00,15.089499,96.0,794.8958
2024-10-30 15:00:00+00:00,15.7395,95.0,662.52313
2024-10-30 16:00:00+00:00,16.5395,92.0,471.0837
2024-10-30 17:00:00+00:00,16.8395,92.0,233.61565
2024-10-30 18:00:00+00:00,16.0395,96.0,41.871693
2024-10-30 19:00:00+00:00,15.1395,96.0,0.0
2024-10-30 20:00:00+00:00,14.9395,97.0,0.0
2024-10-30 21:00:00+00:00,14.9395,98.0,0.0
2024-10-30 22:00:00+00:00,14.839499,98.0,0.0
2024-10-30 23:00:00+00:00,14.6895,99.0,0.0
2024-10-31 00:00:00+00:00,14.7395,99.0,0.0
2024-10-31 01:00:00+00:00,14.8895,98.0,0.0
2024-10-31 02:00:00+00:00,14.8895,97.0,0.0
2024-10-31 03:00:00+00:00,15.1895,98.0,0.0
2024-10-31 04:00:00+00:00,15.1395,98.0,0.0
2024-10-31 05:00:00+00:00,15.1895,98.0,0.0
2024-10-31 06:00:00+00:00,15.2395,98.0,0.0
2024-10-31 07:00:00+00:00,15.339499,97.0,9.232201
2024-10-31 08:00:00+00:00,15.539499,96.0,171.184
2024-10-31 09:00:00+00:00,16.189499,95.0,416.4369
2024-10-31 10:00:00+00:00,17.0895,93.0,619.12244
2024-10-31 11:00:00+00:00,18.189499,91.0,765.4176
2024-10-31 12:00:00+00:00,18.7895,91.0,845.3441
2024-10-31 13:00:00+00:00,19.3895,89.0,853.4459
2024-10-31 14:00:00+00:00,19.0395,90.0,789.16364
2024-10-31 15:00:00+00:00,19.0395,89.0,656.8705
2024-10-31 16:00:00+00:00,18.7895,89.0,465.5738
2024-10-31 17:00:00+00:00,18.2895,91.0,228.30174
2024-10-31 18:00:00+00:00,17.6395,93.0,39.24725
2024-10-31 19:00:00+00:00,17.1395,95.0,0.0
2024-10-31 20:00:00+00:00,16.689499,96.0,0.0
2024-10-31 21:00:00+00:00,16.6395,97.0,0.0
2024-10-31 22:00:00+00:00,16.3395,98.0,0.0
2024-10-31 23:00:00+00:00,16.0895,97.0,0.0
2024-11-01 00:00:00+00:00,15.9895,96.0,0.0
2024-11-01 01:00:00+00:00,15.839499,96.0,0.0
2024-11-01 02:00:00+00:00,15.589499,95.0,0.0
2024-11-01 03:00:00+00:00,15.589499,95.0,0.0
2024-11-01 04:00:00+00:00,15.4895,95.0,0.0
2024-11-01 05:00:00+00:00,15.289499,95.0,0.0
2024-11-01 06:00:00+00:00,15.1395,95.0,0.0
2024-11-01 07:00:00+00:00,15.1895,95.0,6.8314023
2024-11-01 08:00:00+00:00,15.539499,95.0,166.28271
2024-11-01 09:00:00+00:00,16.3395,92.0,411.28696
2024-11-01 10:00:00+00:00,17.4895,89.0,613.7557
2024-11-01 11:00:00+00:00,18.939499,85.0,759.88135
2024-11-01 12:00:00+00:00,20.189499,82.0,839.6975
2024-11-01 13:00:00+00:00,21.2395,78.0,847.7565
2024-11-01 14:00:00+00:00,21.7395,71.0,783.50146
2024-11-01 15:00:00+00:00,21.3395,74.0,651.30426
2024-11-01 16:00:00+00:00,20.8395,76.0,460.16626
2024-11-01 17:00:00+00:00,19.8395,86.0,223.10397
2024-11-01 18:00:00+00:00,18.4895,91.0,36.682503
2024-11-01 19:00:00+00:00,17.8395,92.0,0.0
2024-11-01 20:00:00+00:00,17.4895,92.0,0.0
2024-11-01 21:00:00+00:00,16.8395,93.0,0.0
2024-11-01 22:00:00+00:00,16.4895,93.0,0.0
2024-11-01 23:00:00+00:00,16.1395,93.0,0.0
2024-11-02 00:00:00+00:00,15.8895,95.0,0.0
2024-11-02 01:00:00+00:00,15.4895,94.0,0.0
2024-11-02 02:00:00+00:00,15.2395,93.0,0.0
2024-11-02 03:00:00+00:00,15.089499,95.0,0.0
2024-11-02 04:00:00+00:00,15.089499,95.0,0.0
2024-11-02 05:00:00+00:00,15.1395,94.0,0.0
2024-11-02 06:00:00+00:00,15.039499,95.0,0.0
2024-11-02 07:00:00+00:00,14.9395,95.0,4.434947
2024-11-02 08:00:00+00:00,15.589499,93.0,161.38548
2024-11-02 09:00:00+00:00,17.689499,86.0,406.14597
2024-11-02 10:00:00+00:00,19.3895,81.0,608.4061
2024-11-02 11:00:00+00:00,20.689499,77.0,754.37476
2024-11-02 12:00:00+00:00,21.9895,70.0,834.09515
2024-11-02 13:00:00+00:00,22.7895,65.0,842.1276
2024-11-02 14:00:00+00:00,22.8395,63.0,777.9173
2024-11-02 15:00:00+00:00,23.689499,57.0,645.83295
2024-11-02 16:00:00+00:00,23.1395,59.0,454.86868
2024-11-02 17:00:00+00:00,21.9895,68.0,218.02885
2024-11-02 18:00:00+00:00,19.8395,74.0,34.186794
2024-11-02 19:00:00+00:00,18.8395,72.0,0.0
2024-11-02 20:00:00+00:00,17.939499,74.0,0.0
2024-11-02 21:00:00+00:00,17.3895,74.0,0.0
2024-11-02 22:00:00+00:00,16.7395,77.0,0.0
2024-11-02 23:00:00+00:00,16.3395,79.0,0.0
2024-11-03 00:00:00+00:00,15.939499,82.0,0.0
2024-11-03 01:00:00+00:00,15.539499,85.0,0.0
2024-11-03 02:00:00+00:00,15.1895,88.0,0.0
2024-11-03 03:00:00+00:00,14.839499,90.0,0.0
2024-11-03 04:00:00+00:00,14.789499,92.0,0.0
2024-11-03 05:00:00+00:00,15.1395,90.0,0.0
2024-11-03 06:00:00+00:00,15.3895,89.0,0.0
2024-11-03 07:00:00+00:00,15.6895,85.0,2.045345
2024-11-03 08:00:00+00:00,16.5895,82.0,156.49687
2024-11-03 09:00:00+00:00,18.189499,77.0,401.01715
2024-11-03 10:00:00+00:00,19.7395,72.0,603.0789
2024-11-03 11:00:00+00:00,21.1395,65.0,748.90247
2024-11-03 12:00:00+00:00,21.9895,62.0,828.54346
2024-11-03 13:00:00+00:00,23.0395,58.0,836.56696
2024-11-03 14:00:00+00:00,23.7395,52.0,772.4195
2024-11-03 15:00:00+00:00,23.2895,52.0,640.4654
2024-11-03 16:00:00+00:00,22.2895,55.0,449.68933
2024-11-03 17:00:00+00:00,20.7895,63.0,213.08417
2024-11-03 18:00:00+00:00,19.5895,67.0,31.756529
2024-11-03 19:00:00+00:00,18.3895,72.0,0.0
2024-11-03 20:00:00+00:00,17.8895,72.0,0.0
2024-11-03 21:00:00+00:00,17.439499,73.0,0.0
2024-11-03 22:00:00+00:00,16.8395,76.0,0.0
2024-11-03 23:00:00+00:00,16.3395,78.0,0.0
2024-11-04 00:00:00+00:00,15.7395,82.0,0.0
2024-11-04 01:00:00+00:00,15.339499,84.0,0.0
2024-11-04 02:00:00+00:00,15.089499,84.0,0.0
2024-11-04 03:00:00+00:00,14.9395,85.0,0.0
2024-11-04 04:00:00+00:00,14.6395,88.0,0.0
2024-11-04 05:00:00+00:00,14.839499,86.0,0.0
2024-11-04 06:00:00+00:00,14.7395,88.0,0.0
2024-11-04 07:00:00+00:00,14.9395,86.0,0.0
2024-11-04 08:00:00+00:00,15.339499,86.0,151.61992
2024-11-04 09:00:00+00:00,17.2395,79.0,395.90714
2024-11-04 10:00:00+00:00,19.0395,72.0,597.77997
2024-11-04 11:00:00+00:00,20.0895,68.0,743.4731
2024-11-04 12:00:00+00:00,21.3895,62.0,823.051
2024-11-04 13:00:00+00:00,22.2895,60.0,831.0832
2024-11-04 14:00:00+00:00,22.7895,60.0,767.0162
2024-11-04 15:00:00+00:00,22.689499,61.0,635.2093
2024-11-04 16:00:00+00:00,22.3895,62.0,444.63727
2024-11-04 17:00:00+00:00,21.4895,70.0,208.27861
2024-11-04 18:00:00+00:00,20.4895,72.0,29.399614
2024-11-04 19:00:00+00:00,19.6395,77.0,0.0
2024-11-04 20:00:00+00:00,18.689499,83.0,0.0
2024-11-04 21:00:00+00:00,18.0895,87.0,0.0
2024-11-04 22:00:00+00:00,17.6395,91.0,0.0
2024-11-04 23:00:00+00:00,17.3895,91.0,0.0
2024-11-05 00:00:00+00:00,16.8395,92.0,0.0
2024-11-05 01:00:00+00:00,16.689499,91.0,0.0
2024-11-05 02:00:00+00:00,16.689499,90.0,0.0
2024-11-05 03:00:00+00:00,16.0895,92.0,0.0
2024-11-05 04:00:00+00:00,15.289499,95.0,0.0
2024-11-05 05:00:00+00:00,14.6895,98.0,0.0
2024-11-05 06:00:00+00:00,14.2395,99.0,0.0
2024-11-05 07:00:00+00:00,13.7395,100.0,0.0
2024-11-05 08:00:00+00:00,14.289499,98.0,146.7592
2024-11-05 09:00:00+00:00,16.8395,92.0,390.8203
2024-11-05 10:00:00+00:00,18.9895,84.0,592.5156
2024-11-05 11:00:00+00:00,20.439499,76.0,738.09283
2024-11-05 12:00:00+00:00,21.4895,70.0,817.6243
2024-11-05 13:00:00+00:00,22.1395,68.0,825.6842
2024-11-05 14:00:00+00:00,22.5395,68.0,761.71643
2024-11-05 15:00:00+00:00,22.7395,66.0,630.07404
2024-11-05 16:00:00+00:00,22.439499,66.0,439.72028
2024-11-05 17:00:00+00:00,21.5895,71.0,203.61945
2024-11-05 18:00:00+00:00,20.3895,74.0,27.120354
2024-11-05 19:00:00+00:00,19.5395,76.0,0.0
2024-11-05 20:00:00+00:00,18.439499,79.0,0.0
2024-11-05 21:00:00+00:00,17.1395,86.0,0.0
2024-11-05 22:00:00+00:00,16.3395,89.0,0.0
2024-11-05 23:00:00+00:00,15.7395,91.0,0.0
2024-11-06 00:00:00+00:00,15.6895,91.0,0.0
2024-11-06 01:00:00+00:00,15.3895,91.0,0.0
2024-11-06 02:00:00+00:00,15.2395,92.0,0.0
2024-11-06 03:00:00+00:00,14.9895,91.0,0.0
2024-11-06 04:00:00+00:00,14.9395,91.0,0.0
2024-11-06 05:00:00+00:00,14.9895,90.0,0.0
2024-11-06 06:00:00+00:00,14.9395,88.0,0.0
2024-11-06 07:00:00+00:00,14.839499,89.0,0.0
2024-11-06 08:00:00+00:00,15.589499,85.0,141.91795
2024-11-06 09:00:00+00:00,17.439499,77.0,385.76114
2024-11-06 10:00:00+00:00,19.3895,72.0,587.2915
2024-11-06 11:00:00+00:00,21.1395,66.0,732.7688
2024-11-06 12:00:00+00:00,22.5895,61.0,812.272
2024-11-06 13:00:00+00:00,23.689499,56.0,820.3778
2024-11-06 14:00:00+00:00,24.2895,53.0,756.5282
2024-11-06 15:00:00+00:00,24.8395,52.0,625.0675
2024-11-06 16:00:00+00:00,24.3895,55.0,434.94626
2024-11-06 17:00:00+00:00,22.4895,68.0,199.11438
2024-11-06 18:00:00+00:00,20.3895,75.0,24.921246
2024-11-06 19:00:00+00:00,19.439499,77.0,0.0
2024-11-06 20:00:00+00:00,18.3895,81.0,0.0
2024-11-06 21:00:00+00:00,17.3395,83.0,0.0
2024-11-06 22:00:00+00:00,16.3395,87.0,0.0
2024-11-06 23:00:00+00:00,15.589499,89.0,0.0
2024-11-07 00:00:00+00:00,15.039499,83.0,0.0
2024-11-07 01:00:00+00:00,14.539499,83.0,0.0
2024-11-07 02:00:00+00:00,14.2395,88.0,0.0
2024-11-07 03:00:00+00:00,13.9895,91.0,0.0
2024-11-07 04:00:00+00:00,13.8895,93.0,0.0
2024-11-07 05:00:00+00:00,13.8895,93.0,0.0
2024-11-07 06:00:00+00:00,13.789499,94.0,0.0
2024-11-07 07:00:00+00:00,13.789499,93.0,0.0
2024-11-07 08:00:00+00:00,14.589499,92.0,137.10097
2024-11-07 09:00:00+00:00,17.189499,84.0,380.73428
2024-11-07 10:00:00+00:00,19.439499,77.0,582.1136
2024-11-07 11:00:00+00:00,21.439499,69.0,727.5071
2024-11-07 12:00:00+00:00,22.8895,60.0,807.0008
2024-11-07 13:00:00+00:00,23.7395,54.0,815.17285
2024-11-07 14:00:00+00:00,24.2395,51.0,751.45996
2024-11-07 15:00:00+00:00,24.6395,49.0,620.1982
2024-11-07 16:00:00+00:00,23.939499,52.0,430.3256
2024-11-07 17:00:00+00:00,22.3395,64.0,194.77141
2024-11-07 18:00:00+00:00,20.2395,72.0,22.805817
2024-11-07 19:00:00+00:00,19.439499,74.0,0.0
2024-11-07 20:00:00+00:00,18.1395,79.0,0.0
2024-11-07 21:00:00+00:00,16.9895,88.0,0.0
2024-11-07 22:00:00+00:00,16.2395,90.0,0.0
2024-11-07 23:00:00+00:00,15.789499,89.0,0.0
2024-11-08 00:00:00+00:00,15.2395,87.0,0.0
2024-11-08 01:00:00+00:00,14.9395,86.0,0.0
2024-11-08 02:00:00+00:00,14.839499,87.0,0.0
2024-11-08 03:00:00+00:00,14.9395,87.0,0.0
2024-11-08 04:00:00+00:00,14.9895,87.0,0.0
2024-11-08 05:00:00+00:00,14.8895,88.0,0.0
2024-11-08 06:00:00+00:00,14.6895,90.0,0.0
2024-11-08 07:00:00+00:00,14.339499,91.0,0.0
2024-11-08 08:00:00+00:00,14.6395,91.0,132.30803
2024-11-08 09:00:00+00:00,16.4895,86.0,375.7419
2024-11-08 10:00:00+00:00,18.0895,83.0,576.9812
2024-11-08 11:00:00+00:00,19.439499,77.0,722.3069
2024-11-08 12:00:00+00:00,19.8395,74.0,801.8088
2024-11-08 13:00:00+00:00,20.3395,73.0,810.0651
2024-11-08 14:00:00+00:00,20.3895,77.0,746.5069
2024-11-08 15:00:00+00:00,21.0895,78.0,615.45984
2024-11-08 16:00:00+00:00,21.439499,72.0,425.84644
2024-11-08 17:00:00+00:00,20.439499,79.0,190.58083
2024-11-08 18:00:00+00:00,19.189499,85.0,20.769001
2024-11-08 19:00:00+00:00,18.3895,89.0,0.0
2024-11-08 20:00:00+00:00,17.689499,93.0,0.0
2024-11-08 21:00:00+00:00,17.3895,95.0,0.0
2024-11-08 22:00:00+00:00,16.939499,96.0,0.0
