a,b,Y
0.03979257197029222,0.15740006873100734,0
0.10323634498826943,0.27274583367027716,0
0.08200207514397183,-0.12173182864969241,0
0.2259004373815282,0.2037749303348554,0
0.5521911141801346,0.034858529308309925,0
0.10707436317204694,-0.22626255496424838,0
0.5846836042762107,0.08213440225145356,0
0.11952628758808542,-0.10822142856906096,0
-0.19120885997654183,-0.3909578823137664,0
-0.039165407973962285,-0.8417104357409769,0
0.21366927885244108,-0.031916725956533915,0
-0.3362539871522393,-0.0928764523585075,0
0.3564781036290017,-0.24663224530242955,0
0.03713516597493876,-0.2184163260518311,0
-0.17027953041614366,0.07344880668504779,0
0.23070918493444217,-0.03240068929777127,0
0.14578084864203783,-0.07442317809201843,0
-0.4711804281798375,0.03426201447166339,0
-0.15097602977230343,0.18498817928706934,0
-0.09629190902746343,0.26398246997573266,0
0.20018186601468482,-0.06604145387927407,0
-0.1265041555751611,-0.3313573064944867,0
-0.448747659232138,-0.5929201159820391,0
0.3445231409304242,-0.03483381284999422,0
0.027807795650642692,0.009534228685796219,0
0.31496048011016375,-0.02048356358760527,0
0.03815206864969654,-0.1271491493481973,0
-0.181232571934003,0.14791025470571093,0
-0.23693236358891057,0.19006994491237514,0
0.6156103692808691,-0.03538508543597789,0
-0.25591758087758115,-0.2883022682645294,0
-0.5518905769564036,0.3004833624513291,0
-0.1531089366824599,0.28118556513590265,0
-0.1673800524581767,0.38449062445376564,0
0.3907179911791216,0.27819202451313985,0
0.04019828149729959,0.23169368517835598,0
0.07166619277261865,-0.2804427170773519,0
-0.3974182297601357,0.04010155674812544,0
0.21369900011277584,0.025268029543536755,0
0.18713187471832857,-0.3928884702746029,0
0.40678999025181717,0.19959731717303156,0
-0.22916466101332902,-0.25604355183921756,0
-0.3497093745532747,0.13806775641493182,0
-0.05409099624264828,0.346962827928822,0
-0.3406191743457371,-0.09664806759683361,0
-0.02583842974827991,-0.25233587548859704,0
-0.49373371505229435,-0.24698030565984158,0
0.5832045813311652,-0.0067645508690982615,0
-0.1980308899886861,0.49380500070011557,0
0.414651152451098,0.5860468399243839,0
0.45392966295507864,-0.49710070561732644,0
0.4985318682500936,-0.06945222060001757,0
-0.2927247018823739,-0.3620818167632305,0
-0.15183849487304077,-0.01474886075553718,0
-0.0032016880671426437,0.7836563456963851,0
-0.038926048814319776,-0.08761393590520468,0
0.32862640288623657,-0.1467709927057425,0
-0.05687518898799132,-0.24442783274999408,0
0.5061155092633147,0.05326122481931468,0
0.3558274622761744,-0.34290857418112214,0
0.5644680282856455,-0.10275596625615512,0
0.034383285946455164,-0.018888125864978508,0
-0.02440305952237381,-0.20908707058667048,0
-0.04702228450395945,0.8301806585338812,0
0.04953863652727598,0.6907091130205442,0
0.2348573921812051,0.11951598524364063,0
0.8224453294463825,-0.30505770930682935,0
-0.4960697803818894,0.4843157931322102,0
0.2553654899411724,0.07372892459986947,0
-0.3208399069630829,0.13243595431778618,0
0.27019605455820367,0.4309479482344119,0
-0.041547993394650116,0.10493696749296509,0
0.11842504866084656,0.4022092482391337,0
0.18755046383120846,-0.2741445647589624,0
-0.27202633615192223,0.06887440254674554,0
-0.079932243495143,-0.06899790525761992,0
0.08296728060885075,0.4694786763447606,0
-0.4952788739720011,-0.17570123196845736,0
0.29570682432451406,-0.013744318605214396,0
-0.08096178533380864,0.02244911212225177,0
0.1448283484822859,-0.13545328831476805,0
-0.35571243708802786,-0.14265028329940965,0
-0.195602814625876,0.32683936634863536,0
0.2844732978648126,-0.3108181371030678,0
-0.01657791895645703,-0.5987528248788707,0
-0.1613532823342923,-0.348237194535489,0
-0.5848814730734865,-0.6395566186160314,0
-0.05026607120084526,-0.06557647823569351,0
0.2371580613726864,-0.07897477395669573,0
0.09673589663105232,0.23599722235618542,0
0.02606877824624214,0.2787150621813449,0
0.07217830175598988,-0.32962083531046993,0
-0.3265016745987938,-0.18879467094864136,0
-0.1011205566392261,0.3103622972515691,0
0.4468129786393857,0.2967391512255393,0
-0.4425951370959324,0.31332830415981655,0
-0.43151338864461103,-0.017046691373441315,0
0.4706968223824561,-0.006427490126283293,0
-0.8460407895646629,0.10783807296375922,0
0.8924755294782126,0.19715262956212387,0
0.905389151703793,1.6139508593269616,1
1.4460907727081058,1.0319471054842664,1
0.8357643151068458,1.3345573517103582,1
0.934326210271654,0.7995981774376898,1
1.2575389076320191,1.770977707717412,1
1.1210633638812264,1.7158826867279187,1
0.9985663521112642,1.5391825587371293,1
0.925566049032626,1.8851088578432473,1
1.60490177821449,0.9476387356186423,1
0.8263670626339266,0.7569110848822751,1
0.9693030188799369,1.1060530575697827,1
1.1397589142115334,0.7763037657814467,1
0.7244813384224582,0.6525405623212678,1
1.3654990779742946,0.8800771111160702,1
1.4289429078764608,0.9590850490813068,1
0.8207786111740786,1.2145828348823082,1
0.9638948673062018,0.6261505856056209,1
0.7717846045040797,0.951151369904992,1
0.7025655869694654,0.9987404440872304,1
0.7399407041630168,0.7364981962376831,1
0.7413199304366433,0.8234595563300972,1
0.933298841503627,0.82982209433795,1
0.5154056756239049,0.38853495169841745,1
1.021025950252097,0.9009609933428254,1
1.2836608944673527,1.1710485418550944,1
