a,b,Y
0.1143223906723766,-1.089168710073572,1
-0.2429642019739217,0.10978951259719649,0
-1.0230909099984464,0.9049421547625578,1
1.798678583388823,1.7277744478094432,1
0.2293548013609131,0.5762984581638068,0
3.5311798890193615,-0.9520024006099985,1
-0.21976133256444386,-0.43222507008677546,0
0.7165579880393173,-3.427485588180339,1
1.3229845386699082,0.45432446311369895,1
-1.7757186343382863,-0.6766397395146888,1
0.48095207179446176,0.5218751081099513,0
0.6150984577707539,0.9144531620975174,1
-0.8241720970838483,-0.5164389381208038,0
2.757698857446745,0.17980693475664053,1
-1.77653621853775,1.531570831712933,1
-0.08294027920625469,1.1102300522309396,1
0.6384296353573672,0.5135013584380351,0
-0.5768735764112787,-0.5221393111466823,0
0.534917778876819,0.3077591628030266,0
-2.0951918059280623,0.33225195183344913,1
0.33812505577736407,-0.6167819288204394,0
-0.04544139175413743,-0.006865879830560839,0
0.4878682501416396,0.26442739685344857,0
-0.3214632996057309,1.7423441704590228,1
0.8241839472868929,0.3776523815554477,0
0.46692767257550627,-0.8210914390324006,0
-1.1379224770666683,0.01080270681098802,1
1.0547141617628526,-1.1740211844628368,1
-0.34761671104577674,-1.2429814256258693,1
-0.428154708164152,-0.8739420063736402,0
0.2683787538537806,-1.1080288308472381,1
-1.3367605667429603,1.7756151674716545,1
-0.7767135000810894,-2.0414776833155432,1
0.4937321702693451,1.578989024684722,1
-0.5890145705475559,0.25700597146823023,0
-0.41302226963019145,0.12649759690572454,0
-2.2828951584098807,-1.4104159774460794,1
0.46465212379262033,-0.7169250202702029,0
0.9912793416453481,0.8350332513231298,1
-1.059823405967567,-0.3578016600860937,1
-0.14117998045004915,-0.9435547446832387,0
-0.2533957553102453,-0.05284025913626139,0
0.2764499041931634,0.6032649903382475,0
0.17329354378076506,-1.6331383494570062,1
-0.8232032618902221,-0.7714241068674343,1
2.205788140341059,0.057398985022380104,1
-0.8374057729880265,0.4787983731727563,0
0.8704209149141482,-0.5782981765237999,1
-0.04132123285733873,0.30434322460947993,0
0.39218676769800453,-1.236418292353626,1
1.1016408967535076,-1.0840798310998927,1
-0.8872629609110514,0.43576532324792766,0
0.2522630512459825,-0.6294600044644284,0
0.4537976821232942,1.784239625765092,1
-1.096730438807196,-1.1051416661717464,1
-2.178237853124524,-1.384784332565288,1
-0.3109583914631236,-0.5228557310849268,0
-0.32891810813623923,-0.06566323269328282,0
0.5407402985045889,0.09083803491225508,0
0.3092035324704189,-1.7454859237669738,1
1.7125704833417366,0.07668822683017357,1
-0.06214527361526581,-1.0296890808024117,1
-0.3668200674766103,1.251034774270879,1
0.4251562817345042,-1.466719837843119,1
1.3787539421366346,0.16096297800435994,1
-0.45912218329932847,0.5520211258877546,0
0.051609745304909346,-0.5949148076684422,0
-0.6849853052542996,-1.5311967100530932,1
1.780466605739732,1.1383174975310701,1
0.5195774042594496,2.469890887327897,1
-0.295593337735099,-0.6691525629664339,0
0.15135708027075384,-0.45003744622649494,0
-1.3308876687083206,2.0580245238522257,1
0.9013594130695737,-0.1564711077374281,0
-0.7711557153556092,-2.36972111065158,1
-0.3314050250927378,0.7764014869822234,0
-0.5968408528789984,-0.8231061729795374,1
1.0342191535603125,-1.0165947203220662,1
1.96184377639335,0.6797051438606122,1
-0.31036337694792143,-1.8202105185263442,1
1.0474204122525193,-1.3184007812607146,1
1.1027660644863353,0.99427324504008,1
-1.1855000706167067,-0.0035798714873665374,1
-0.10479372777035469,-0.5442998447209753,0
0.2308001849336114,0.773829324853449,0
-1.48255137401978,-0.31619114528942693,1
0.4126666475966733,2.053181299370485,1
-0.4918903857037561,-0.8935713949842802,1
1.0105662371896549,1.661103860066871,1
-0.5585531734123489,-1.3905224887840124,1
-1.7911960488334657,0.931487561091976,1
-1.8924540290299834,-4.000026785298893,1
-0.07073417594502406,-2.6466828817566768,1
-0.44514811768600443,0.16112296149168093,0
0.3854737195413651,-1.6605177079039173,1
0.4523125286755943,-0.6827591258413122,0
0.5038717805291483,0.8479073105438593,0
-1.137392563634844,0.8449501812941944,1
1.2933582317636727,-0.4176365742720248,1
2.488934492742029,0.782892068419454,1
-2.2532876240096833,-1.4632585912524383,1
-0.4733541132093377,1.851997173689088,1
0.824895692025034,-0.2284190775659712,0
-0.4839025431701143,-0.20879571879345932,0
0.2376269443919447,-0.6703528211116949,0
1.7542157985545357,-1.3772769127772342,1
0.8466532908527202,-1.349252144825179,1
-1.1076088947920666,1.104962401438595,1
2.0295135681529914,-1.1759784374758167,1
0.44718144809165095,0.08997003969671731,0
-1.1264066445352228,-0.31764817552933805,1
-0.5241985491396399,0.2574715599432668,0
1.640186731833468,-0.7378699008673993,1
-0.45443894374159166,-0.8611834577600247,0
0.9351151768520187,1.1723135794641764,1
-0.11788767913834643,-0.12543541035474787,0
-1.6860548756136047,0.18497499339910672,1
-0.598181662002512,-0.015843101143882137,0
-1.1511301621846108,-1.3775169283004265,1
